It's,,,
an,an,0.48,0.61
opportunity,opportunity,0.61,1.24
to,to,1.24,1.41
be,be,1.44,1.6099999999999999
here,here,1.61,1.73
today,today,1.73,2.25
to,to,2.37,2.47
allow,allow,2.47,2.7
the,the,2.7,2.79
president,president,2.79,3.1
elect,elect,3.1,3.3600000000000003
to,to,3.36,3.4299999999999997
take,take,3.44,3.64
your,your,3.64,3.75
questions,questions,3.75,4.4
After,after,5.23,5.54
the,the,5.54,5.61
president,president,5.61,5.92
elect,elect,5.92,6.1899999999999995
makes,makes,6.19,6.420000000000001
some,some,6.42,6.6
remarks,remarks,6.6,7.04
he,he,7.05,7.1499999999999995
will,will,7.15,7.260000000000001
introduce,introduce,7.26,7.67
Ms,ms,8.34,8.5
Sheri,sheri,8.5,8.89
Dillon,dillon,8.91,9.31
a,a,9.309999,9.479999
prominent,prominent,9.66,10.01
attorney,attorney,10.04,10.51
in,in,10.52,10.57
Washington,washington,10.57,11.07
D,d,11.07,11.280000000000001
C,c,11.28,11.53
with,with,11.53,11.62
the,the,11.78,11.799999999999999
prestigious,prestigious,11.799999999999999,12.319999999999999
firm,,,
of,of,12.57,12.67
Morgan,morgan,12.7,13.1
Lewis,lewis,13.11,13.559999999999999
who,who,13.96,14.180000000000001
will,will,14.179999,14.309999000000001
who,who,14.49,14.700000000000001
structured,structured,14.7,15.149999999999999
the,the,15.15,15.23
agreements,agreements,15.23,15.76
pursuant,<unk>,15.77,16.24
to,to,16.24,16.32
the,the,16.32,16.41
president's,president's,16.41,16.65
business,business,17.18,17.58
arrangements,arrangements,17.58,18.069999999999997
and,and,18.07,18.17
she,she,18.5,18.69
will,will,18.690001,18.810001
give,give,18.809999,18.969999
brief,brief,18.99,19.259999999999998
remarks,remarks,19.26,19.82
Before,before,20.55,20.94
we,we,20.94,21.080000000000002
start,start,21.08,21.63
I,i,21.7,21.77
want,,,
to,to,22.04,22.06
bring,bring,22.06,22.24
your,your,22.240000000000002,22.380000000000003
attention,attention,22.38,22.81
to,to,22.81,22.939999999999998
a,a,22.94,23.02
few,few,23.02,23.23
points,points,23.23,23.59
on,on,23.59,23.69
the,,,
report,,,
that,,,
was,was,24.36,24.49
published,published,24.490000000000002,24.860000000000003
in,in,24.86,25.04
BuzzFeed,<unk>,25.04,25.46
last,last,25.56,25.9
night,night,25.9,26.15
It's,it's,26.82,26.98
frankly,frankly,26.98,27.37
outrageous,outrageous,27.369999999999997,28.15
and,and,28.389999,28.539998999999998
highly,highly,28.55,29.05
irresponsible,irresponsible,29.07,30.04
for,for,30.05,30.21
a,a,30.21,30.27
left,left,30.27,30.59
wing,wing,30.59,30.81
blog,blog,30.809998999999998,31.209998999999996
that,that,31.21,31.34
was,was,31.34,31.5
openly,openly,31.509999,31.929999000000002
hostile,hostile,31.939999999999998,32.43
to,to,32.429999,32.509999
the,,,
president,president,32.63,32.970000000000006
elect's,,,
campaign,campaign,33.29,33.99
to,to,34.57,34.73
drop,drop,34.730000000000004,35.160000000000004
highly,highly,35.16,35.56999999999999
salacious,salacious,35.57,36.33
and,and,36.65,36.82
flat,flat,36.82,37.13
out,out,37.13,37.36
false,false,37.37,37.82
information,information,37.84,38.74
on,on,39.09,39.31
the,the,39.31,39.45
internet,internet,39.45,39.89
just,just,39.89,40.2
days,days,40.2,40.57
before,before,40.58,40.93
he,he,40.93,41.07
takes,takes,41.07,41.39
the,the,41.39,41.51
oath,oath,41.51,41.69
of,of,41.69,41.809999999999995
office,office,41.81,42.42
According,according,43.37,43.89
