And,and,1.2,1.3399999999999999
welcome,welcome,1.34,1.4700000000000002
back,back,1.58,1.75
We’re,we're,1.75,1.77
coming,coming,1.94,2.19
to,,,
you,,,
tonight,tonight,2.4,2.76
from,,,
the,,,
Riverside,riverside,2.96,3.54
Theater,theater,3.61,3.9
in,in,3.9,4.03
downtown,downtown,4.03,4.58
Milwaukee,milwaukee,4.58,5.09
with,with,5.09,5.2299999999999995
the,,,
360,<unk>,5.52,6.4399999999999995
townhall,,,
The,the,6.63,6.76
three,three,6.83,7.11
remaining,remaining,7.11,7.57
Republican,republican,7.57,8.040000000000001
candidates,candidates,8.07,8.56
campaigning,campaigning,8.91,9.47
hard,hard,9.48,9.790000000000001
with,with,9.79,9.889999999999999
the,the,9.889999,9.949999
primary,primary,9.95,10.379999999999999
here,here,10.389999,10.639999
just,just,10.639999,10.869999
a,a,10.91,10.99
week,week,10.99,11.31
away,away,11.309999,11.779999
We,we,11.88,12.100000000000001
heard,heard,12.099999,12.269999
so,so,12.28,12.42
far,far,12.42,12.72
from,from,12.719999,12.879999
Senator,senator,12.88,13.14
Ted,ted,13.139999,13.399999
Cruz,cruz,13.4,13.68
Right,right,13.679999,13.849999
now,now,13.849999,13.969999
the,the,13.98,14.09
GOP,<unk>,14.09,14.459999999999999
front,front,14.46,14.71
runner,runner,14.71,15.05
New,new,15.23,15.360000000000001
York,york,15.36,15.559999999999999
businessman,businessman,15.559999,16.149999
Donald,donald,16.16,16.41
Trump,trump,16.55,16.65
APPLAUSE,applause,28.41,28.46
Thank,thank,28.46,28.5
you,you,28.5,28.52
Hey,hey,29.77,29.97
how,how,30.31,30.34
are,are,30.34,30.43
you,you,30.99,31.099999999999998
doing,doing,31.099999999999998,31.169999999999998
Nice,nice,31.169999999999998,31.32
to,to,31.32,31.34
see,see,32.15,32.35
you,,,
Thank,thank,33.179999,33.389999
you,you,33.389999,33.629999000000005
very,very,34.289999,34.32999900000001
much,much,34.32999900000001,34.359999
Have,have,34.359999,34.389999
a,a,34.389999,34.39999900000001
seat,seat,34.39999900000001,34.429999
Thank,thank,34.429999,34.46999900000001
you,you,34.46999900000001,34.489999000000005
So,so,34.66,34.879999999999995
we,we,34.879999,34.999998999999995
got,,,
a,a,35.1,35.14
lot,lot,35.139999,35.279999000000004
of,of,35.279999000000004,35.339999000000006
questions,questions,35.34,35.74
from,from,35.739999999999995,35.88999999999999
the,the,35.889999,35.97999900000001
audience,audience,35.980000000000004,36.290000000000006
for,for,36.299999,36.479999
you,you,36.480000000000004,36.61000000000001
on,on,36.61,36.73
a,a,36.730000000000004,36.78
lot,lot,36.78,36.94
of,of,36.94,37.099999999999994
policy,policy,37.59,37.92
issues,issues,37.92,38.230000000000004
I,i,38.23,38.279999999999994
got,got,38.28,38.410000000000004
to,,,
start,start,38.45,38.67
off,off,38.67,38.800000000000004
with,,,
some,some,38.83,39.11
news,news,39.12,39.37
of,of,39.37,39.46
the,the,39.46,39.51
day,day,39.51,39.69
topics,topics,39.69,40.3
Your,your,40.86,41.04
campaign,campaign,41.04,41.43
manager,manager,41.43,41.81
Corey,corey,41.81,41.96
Lewandowski,<unk>,41.96,42.59
charged,charged,42.6,43.050000000000004
with,with,43.05,43.18
simple,simple,43.18,43.48
battery,battery,43.49,43.89
for,for,43.89,44.01
grabbing,grabbing,44.01,44.35
a,a,44.349999,44.399998999999994
reporter,reporter,44.4,44.769999999999996
by,by,44.769999999999996,44.94
the,the,44.95,45.080000000000005
arm,arm,45.08,45.449999999999996
Will,will,45.49,45.730000000000004
he,he,45.730000000000004,45.89
continue,continue,45.889999,46.399999
as,as,46.45,46.57
your,your,46.57,46.69
campaign,campaign,46.69,47.04
manager,,,
Yes,yes,47.099999,47.329998999999994
he,he,47.33,47.42
will,will,47.42,47.690000000000005
I,i,47.980000000000004,48.120000000000005
looked,looked,48.12,48.33
at,at,48.33,48.37
the,the,48.4,48.519999999999996
tape,tape,48.519999999999996,48.9
I,i,48.9,49.0
looked,looked,49.0,49.21
it,it,49.219999,49.389999
was,was,49.41,49.55
my,my,49.549999,49.709998999999996
tape,tape,49.71,50.03
It,,,
was,,,
at,,,
one,one,50.49,50.620000000000005
of,of,50.62,50.69
my,my,50.69,50.8
places,places,50.799999,51.359999
I,i,51.75,51.88
have,have,51.88,52.04
great,great,52.039999,52.269999
security,security,52.269999999999996,52.809999999999995
and,and,52.809999000000005,52.909999000000006
great,great,52.91,53.099999999999994
security,security,53.1,53.54
cameras,cameras,53.539999,53.999999
I,i,54.019999999999996,54.22
gave,gave,54.309999000000005,54.599999000000004
the,the,54.6,54.67
tape,tape,54.67,54.99
