We,we,1.27,1.37
welcome,welcome,1.37,1.7000000000000002
back,back,1.7,1.94
to,to,1.98,2.11
the,the,2.11,2.1399999999999997
Republican,republican,2.41,2.6500000000000004
Presidential,presidential,2.7,3.18
right,right,3.46,3.71
back,back,4.18,4.4799999999999995
to,to,4.51,4.569999999999999
the,,,
questions,questions,4.74,5.470000000000001
Candidates,candidates,6.2,6.88
the,the,6.91,7.1000000000000005
man,man,7.1,7.43
who,who,7.43,7.55
made,made,7.55,7.87
fighting,fighting,7.88,8.25
ISIS,isis,8.26,8.79
the,the,8.82,8.96
cornerstone,cornerstone,8.96,9.840000000000002
of,of,10.08,10.22
his,his,10.219999,10.399999
campaign,campaign,10.4,11.11
South,south,11.32,11.620000000000001
Carolina,carolina,11.62,12.04
Senator,senator,12.04,12.42
Lindsey,lindsey,12.42,12.81
Graham,graham,12.809999,13.209999
is,is,13.21,13.340000000000002
out,out,13.34,13.459999999999999
the,the,13.61,13.7
race,race,13.7,14.11
but,but,14.139999,14.299999
he,he,14.299999,14.389999
joins,joins,14.389999,14.669998999999999
us,us,14.67,14.82
tonight,tonight,14.82,15.19
in,in,15.2,15.33
the,the,15.33,15.44
audience,audience,15.559999999999999,15.879999999999999
applause,applause,20.71,20.759999999999998
He,he,20.759999999999998,20.85
says,says,21.02,21.4
the,the,21.46,21.6
air,air,21.67,21.930000000000003
strike,strike,21.93,22.39
now,now,22.57,22.86
in,in,23.93,24.08
their,their,24.08,24.29
16th,<unk>,24.29,24.88
month,month,24.92,25.23
have,have,25.57,25.75
been,been,25.75,25.92
ineffective,ineffective,25.92,26.73
Dr,dr,27.21,27.52
Carson,carson,27.52,28.02
Wait,wait,28.3,28.509999999999998
a,a,28.509999999999998,28.53
minute,minute,28.53,28.77
who,who,28.969999,29.159999000000003
in,in,29.16,29.27
their,their,29.27,29.37
16th,<unk>,29.369999999999997,29.609999999999996
month,month,29.809999999999995,30.159999999999997
The,the,30.83,31.08
air,air,31.11,31.419999999999998
strikes,strikes,31.429999000000002,31.889999000000003
OK,ok,32.46,32.76
Now,now,32.929999,33.189999
in,in,33.19,33.28
their,their,33.28,33.46
16th,<unk>,33.46,33.99
month,month,34.010000000000005,34.290000000000006
are,are,35.32,35.46
ineffective,ineffective,35.459998999999996,36.219998999999994
Dr,dr,36.699999,36.969999
Carson,carson,36.97,37.4
do,do,37.41,37.5
you,you,37.5,37.72
think,think,37.73,37.93
Senator,senator,37.93,38.22
Graham,graham,38.22,38.54
is,is,38.55,38.73
right,right,38.73,39.19
in,in,39.42,39.620000000000005
wanting,wanting,39.62,39.97
to,to,39.97,40.12
send,send,40.13,40.550000000000004
20,,,
000,<unk>,40.63,41.63
troops,troops,41.65,42.17
ground,ground,42.58,43.03
troops,troops,43.04,43.48
to,to,43.51,43.66
Iraq,iraq,43.66,43.989999999999995
and,and,43.99,44.13
Syria,syria,44.13,44.620000000000005
to,to,44.66,44.779999999999994
take,take,44.78,45.03
out,out,45.03,45.19
ISIS,isis,45.19,45.72
Well,well,46.66,46.81999999999999
there's,there's,46.82,46.96
no,no,46.96,47.12
question,question,47.12,47.629999999999995
that,that,47.63,47.81
ISIS,isis,47.849999,48.289998999999995
is,is,48.309999,48.519999
a,a,48.519999999999996,48.63999999999999
very,very,48.66,48.959999999999994
serious,serious,48.96,49.45
problem,problem,49.46,50.03
and,and,50.44,50.669999999999995
I,i,50.67,50.730000000000004
don't,don't,50.730000000000004,51.010000000000005
believe,believe,51.17,51.510000000000005
that,that,51.509999,51.639999
this,this,51.639999,51.839999000000006
administration,administration,51.849999,52.689999
recognizes,recognizes,52.690000999999995,53.410000999999994
how,how,53.41,53.599999999999994
