Thank,thank,0.97,1.3199999999999998
you,you,1.32,1.4500000000000002
everybody,everybody,1.45,2.08
So,so,2.12,2.3000000000000003
great,great,2.3,2.54
to,to,2.55,2.67
be,be,2.67,2.82
with,with,2.82,3.09
you,you,3.09,3.2399999999999998
Thank,thank,3.28,3.54
you,you,3.54,3.63
Applause,applause,7.97,8.02
Great,great,8.19,8.45
to,to,8.48,8.6
be,be,8.63,8.780000000000001
back,back,8.78,9.1
at,,,
CPAC,<unk>,9.36,9.86
It's,it's,9.86,9.89
a,a,13.24,13.26
place,place,13.259999,13.719999000000001
I,i,13.719999,13.849999
have,have,13.849999,14.219999
really,really,14.5,15.47
I,i,16.76,16.950000000000003
love,love,17.250000000000004,17.560000000000002
this,this,17.580000000000002,17.85
place,place,18.180000000000003,18.300000000000004
Applause,,,
Love,,,
you,,,
people,,,
So,so,23.91,24.14
thank,thank,24.16,24.49
you,you,24.490000000000002,24.71
thank,thank,24.93,25.2
you,you,25.2,25.3
very,very,25.3,25.55
much,much,25.6,26.0
First,first,26.7,26.96
of,,,
all,all,27.099999,27.259999
I,i,27.259999999999998,27.33
want,want,27.33,27.56
to,to,27.559998999999998,27.659999
thank,thank,27.66,28.13
Matt,matt,28.91,29.24
Schlapp,<unk>,29.240000000000002,29.740000000000002
and,and,30.55,30.71
his,his,30.71,30.93
very,very,30.939999999999998,31.409999999999997
very,very,31.41,32.12
incredible,incredible,32.809999,33.499998999999995
wife,wife,33.5,33.88
and,and,34.739999999999995,34.949999999999996
boss,boss,34.949999,35.569998999999996
Mercedes,mercedes,36.159999,36.909999
who,who,37.949999,37.969998999999994
have,,,
been,been,38.14,38.34
fantastic,fantastic,38.34,39.120000000000005
friends,friends,39.12,39.58
and,and,39.58,39.75
supporters,supporters,39.75,40.58
and,and,41.14,41.72
so,so,41.730000000000004,42.03
great,great,42.03,42.480000000000004
When,when,42.57,42.74
I,i,42.74,42.81
watch,watch,42.82,43.09
them,them,43.1,43.29
on,on,43.29,43.4
television,television,43.4,44.07
defending,defending,44.07,44.63
me,me,44.63,44.77
nobody,nobody,44.769999999999996,45.15
has,has,45.15,45.32
a,,,
chance,chance,45.69,45.98
So,so,45.99,46.36
I,i,46.46,46.6
want,want,46.599999,46.769999
to,to,46.769999999999996,46.849999999999994
thank,thank,46.849999,47.139998999999996
Matt,matt,47.17,47.54
and,and,47.57,47.71
Mercedes,mercedes,47.71,48.27
Applause,applause,49.11000000000001,49.160000000000004
And,and,52.369999,52.589999
when,when,52.59,52.74
Matt,matt,52.75,53.08
called,called,53.08,53.769999999999996
and,and,55.34,55.52
asked,asked,55.56,56.230000000000004
I,i,56.49,56.68
said,said,56.71,57.06
Absolutely,absolutely,57.57,58.64
I'll,i'll,59.5,59.69
be,be,59.69,59.9
there,there,59.9,60.15
with,with,60.15,60.35
you,you,60.35,60.51
I,i,60.51,60.519999999999996
mean,mean,60.58,60.72
the,the,60.72,60.82
real,real,60.82,61.04
reason,reason,61.04,61.38
I,i,61.38,61.46
said,said,61.46,61.74
it,it,61.74,61.870000000000005
I,i,61.9,61.99
