He's,he's,0.43,0.61
Republican,republican,0.61,1.03
Senator,senator,1.03,1.31
Jeff,jeff,1.31,1.49
Flake,flake,1.5,1.72
of,of,1.72,1.83
Arizona,arizona,1.83,2.2
who,who,2.2,2.2800000000000002
right,right,2.28,2.48
now,now,2.48,2.65
says,says,2.65,2.83
he's,he's,2.83,2.98
not,not,2.98,3.15
ready,ready,3.15,3.34
to,to,3.34,3.44
support,support,3.44,3.76
Donald,donald,3.77,3.96
Trump,trump,4.01,4.31
but,but,4.9,4.98
he,he,4.98,5.03
also,also,5.03,5.260000000000001
hasn't,hasn't,5.26,5.51
ruled,ruled,5.51,5.75
it,it,5.75,5.85
out,out,5.85,6.08
either,either,6.17,6.67
Senator,senator,6.72,7.069999999999999
Flake,flake,7.07,7.36
welcome,welcome,7.45,7.720000000000001
back,back,7.72,7.84
to,to,7.84,7.92
the,the,7.92,8.0
show,show,8.0,8.2
sir,sir,8.2,8.45
Hey,hey,8.8,8.930000000000001
thanks,thanks,8.929999,9.149999000000001
for,for,9.15,9.23
having,having,9.23,9.32
me,me,9.34,9.5
on,on,9.5,9.66
So,so,10.02,10.41
you,you,10.42,10.68
have,have,10.77,10.86
said,said,10.86,11.41
he's,he's,11.82,12.040000000000001
got,got,12.04,12.159999999999998
to,to,12.17,12.19
earn,earn,12.19,12.37
your,your,12.37,12.51
support,support,12.509999,12.989999000000001
you're,you're,12.99,13.11
looking,looking,13.11,13.36
for,for,13.36,13.49
him,him,13.49,13.6
to,to,13.599999,13.679999
change,change,13.679999,13.949999
his,his,13.95,14.059999999999999
tone,tone,14.09,14.47
change,change,14.469999,14.729999
some,some,14.74,14.91
of,of,14.91,15.01
it,it,15.009999,15.089999
particularly,particularly,15.139999,15.589998999999999
the,the,15.589999,15.699999
issue,issue,16.369999,16.639999
on,on,16.639999,16.829999
the,the,17.429999000000002,17.619999
temporary,temporary,17.83,18.139999999999997
ban,ban,18.139999,18.329999
on,on,18.33,18.439999999999998
Muslims,muslims,18.440001,18.850001
seems,seems,18.85,19.1
to,to,19.1,19.16
be,be,19.17,19.400000000000002
among,among,19.72,20.169999999999998
the,the,20.18,20.3
things,things,20.3,20.59
that,that,20.59,20.74
you,you,20.740000000000002,20.85
find,find,20.85,21.12
most,most,21.12,21.330000000000002
difficult,difficult,21.33,21.79
to,to,21.8,21.92
support,support,21.92,22.330000000000002
because,because,22.33,22.529999999999998
it,it,22.53,22.630000000000003
doesn't,doesn't,22.63,22.939999999999998
pass,pass,23.23,23.47
constitutional,constitutional,23.5,24.2
muster,muster,24.21,24.64
If,if,25.4,25.77
he,he,25.77,25.87
doesn't,doesn't,25.87,26.1
retract,retract,26.119999999999997,26.56
that,that,26.58,26.979999999999997
can,can,27.009999999999998,27.169999999999998
you,you,27.17,27.3
ever,ever,27.3,27.48
support,support,27.48,27.82
him,him,27.82,27.94
You,you,28.55,28.64
know,know,28.639999,28.789998999999998
I,i,28.79,29.18
can't,can't,29.54,29.83
see,see,29.83,30.009999999999998
that,that,30.009999,30.319999
He's,he's,30.33,30.54
got,got,30.54,30.74
to,,,
soften,soften,30.82,31.25
his,his,31.25,31.45
position,position,31.45,31.97
there,there,31.969999,32.449999
I,i,32.86,32.97
mean,mean,32.969999,33.159999
a,a,33.54,33.769999999999996
total,total,33.79,34.22
and,and,34.219999,34.389999
complete,complete,34.389999,34.919999000000004
ban,ban,34.940000999999995,35.360001
on,on,35.379999,35.579999
Muslims,muslims,35.58,36.129999999999995
that,that,36.5,36.74
is,is,36.77,36.900000000000006
a,a,36.9,36.98
religious,religious,36.980000000000004,37.480000000000004
test,test,37.5,38.13
that,that,38.2,38.52
is,is,38.52,38.660000000000004
certainly,certainly,38.67,39.230000000000004
against,against,39.79,40.14
the,the,40.14,40.24
constitution,constitution,40.24,41.080000000000005
And,and,41.1,41.59
it,it,41.980000000000004,42.160000000000004
is,,,
the,the,42.51,42.66
last,last,42.66,43.099999999999994
thing,thing,43.1,43.42
we,we,43.42,43.54
should,should,43.54,43.75
do,do,43.75,44.08
if,if,44.099999,44.289998999999995
we,we,44.29,44.42
want,want,44.42,44.61
to,to,44.61,44.66
win,win,44.66,44.879999999999995
a,a,44.88,44.93
war,war,44.929999,45.139999
on,on,45.139999,45.289999
terrorism,terrorism,45.29,45.9
So,so,45.9,46.17
it's,it's,46.17,46.4
constitutionally,constitutionally,46.88,47.720000000000006
wrong,wrong,47.719999,48.149999
and,and,48.519999999999996,48.67999999999999
also,also,48.679999,49.059999000000005
strategically,strategically,49.059999,50.079999
it's,it's,50.08,50.309999999999995
just,just,50.57,50.94
not,not,51.469999,51.729999
a,a,51.730000000000004,51.77
smart,smart,51.769999999999996,52.089999999999996
thing,thing,52.09,52.300000000000004
to,to,52.299999,52.389999
do,do,52.389999,52.609999
So,so,52.709998999999996,53.409999
what,what,53.799999,54.069999
should,should,54.07,54.33
the,the,54.33,54.4
party,party,54.4,54.79
do,do,54.79,55.019999999999996
though,though,55.029999000000004,55.189999
What,what,55.2,55.34
do,do,55.34,55.39
you,you,55.39,55.480000000000004
want,want,55.480000000000004,55.63
Do,do,55.64,55.72
